AverageTemperature,City,Year,Month
18.541,Acuña,1891,4
22.439,Acuña,1891,5
26.878,Acuña,1891,6
29.164,Acuña,1891,7
27.588,Acuña,1891,8
25.243,Acuña,1891,9
18.563,Acuña,1891,10
13.575,Acuña,1891,11
8.627,Acuña,1891,12
6.141,Acuña,1892,1
13.191,Acuña,1892,2
13.296,Acuña,1892,3
21.228,Acuña,1892,4
24.964,Acuña,1892,5
27.598,Acuña,1892,6
28.838,Acuña,1892,7
26.517,Acuña,1892,8
24.53,Acuña,1892,9
19.971,Acuña,1892,10
13.211,Acuña,1892,11
8.285,Acuña,1892,12
8.229,Acuña,1893,1
10.313,Acuña,1893,2
14.763,Acuña,1893,3
22.236,Acuña,1893,4
23.923,Acuña,1893,5
27.49,Acuña,1893,6
28.992,Acuña,1893,7
27.864,Acuña,1893,8
26.249,Acuña,1893,9
18.929,Acuña,1893,10
11.949,Acuña,1893,11
11.038,Acuña,1893,12
8.593,Acuña,1894,1
8.185,Acuña,1894,2
15.731,Acuña,1894,3
21.726,Acuña,1894,4
24.508,Acuña,1894,5
26.837,Acuña,1894,6
28.384,Acuña,1894,7
26.658,Acuña,1894,8
24.864,Acuña,1894,9
21.026,Acuña,1894,10
14.524,Acuña,1894,11
10.771,Acuña,1894,12
9.388,Acuña,1895,1
5.868,Acuña,1895,2
15.725,Acuña,1895,3
20.048,Acuña,1895,4
22.808,Acuña,1895,5
26.362,Acuña,1895,6
28.475,Acuña,1895,7
28.438,Acuña,1895,8
26.055,Acuña,1895,9
17.834,Acuña,1895,10
11.63,Acuña,1895,11
8.849,Acuña,1895,12
9.852,Acuña,1896,1
10.996,Acuña,1896,2
15.259,Acuña,1896,3
21.009,Acuña,1896,4
26.086,Acuña,1896,5
28.99,Acuña,1896,6
28.317,Acuña,1896,7
28.746,Acuña,1896,8
25.041,Acuña,1896,9
18.729,Acuña,1896,10
14.772,Acuña,1896,11
9.992,Acuña,1896,12
6.851,Acuña,1897,1
13.164,Acuña,1897,2
17.85,Acuña,1897,3
20.044,Acuña,1897,4
23.231,Acuña,1897,5
26.855,Acuña,1897,6
29.131,Acuña,1897,7
26.891,Acuña,1897,8
24.2,Acuña,1897,9
20.487,Acuña,1897,10
14.664,Acuña,1897,11
7.545,Acuña,1897,12
9.473,Acuña,1898,1
12.77,Acuña,1898,2
15.991,Acuña,1898,3
20.037,Acuña,1898,4
24.502,Acuña,1898,5
26.074,Acuña,1898,6
27.689,Acuña,1898,7
27.889,Acuña,1898,8
25.258,Acuña,1898,9
19.219,Acuña,1898,10
12.286,Acuña,1898,11
5.956,Acuña,1898,12
7.83,Acuña,1899,1
6.356,Acuña,1899,2
16.854,Acuña,1899,3
19.606,Acuña,1899,4
25.383,Acuña,1899,5
25.96,Acuña,1899,6
28.178,Acuña,1899,7
29.488,Acuña,1899,8
25.312,Acuña,1899,9
20.443,Acuña,1899,10
13.918,Acuña,1899,11
8.188,Acuña,1899,12
9.439,Acuña,1900,1
9.864,Acuña,1900,2
14.962,Acuña,1900,3
18.334,Acuña,1900,4
23.286,Acuña,1900,5
27.88,Acuña,1900,6
27.637,Acuña,1900,7
27.602,Acuña,1900,8
26.75,Acuña,1900,9
20.497,Acuña,1900,10
13.783,Acuña,1900,11
8.498,Acuña,1900,12
10.077,Acuña,1901,1
9.538,Acuña,1901,2
14.422,Acuña,1901,3
18.268,Acuña,1901,4
23.353,Acuña,1901,5
27.852,Acuña,1901,6
29.158,Acuña,1901,7
29.552,Acuña,1901,8
25.765,Acuña,1901,9
21.056,Acuña,1901,10
14.914,Acuña,1901,11
8.101,Acuña,1901,12
8.426,Acuña,1902,1
9.776,Acuña,1902,2
16.324,Acuña,1902,3
21.778,Acuña,1902,4
25.164,Acuña,1902,5
28.707,Acuña,1902,6
28.114,Acuña,1902,7
29.129,Acuña,1902,8
24.762,Acuña,1902,9
20.277,Acuña,1902,10
15.66,Acuña,1902,11
9.099,Acuña,1902,12
8.129,Acuña,1903,1
8.163,Acuña,1903,2
13.247,Acuña,1903,3
18.858,Acuña,1903,4
22.452,Acuña,1903,5
23.971,Acuña,1903,6
28.009,Acuña,1903,7
28.068,Acuña,1903,8
23.888,Acuña,1903,9
18.082,Acuña,1903,10
13.195,Acuña,1903,11
9.639,Acuña,1903,12
8.511,Acuña,1904,1
13.726,Acuña,1904,2
19.296,Acuña,1904,3
20.62,Acuña,1904,4
23.365,Acuña,1904,5
26.308,Acuña,1904,6
27.501,Acuña,1904,7
27.671,Acuña,1904,8
24.592,Acuña,1904,9
19.219,Acuña,1904,10
13.061,Acuña,1904,11
9.075,Acuña,1904,12
8.082,Acuña,1905,1
6.278,Acuña,1905,2
16.133,Acuña,1905,3
18.044,Acuña,1905,4
24.082,Acuña,1905,5
26.477,Acuña,1905,6
28.021,Acuña,1905,7
29.139,Acuña,1905,8
26.131,Acuña,1905,9
19.1,Acuña,1905,10
14.775,Acuña,1905,11
6.409,Acuña,1905,12
8.98,Acuña,1906,1
10.178,Acuña,1906,2
14.412,Acuña,1906,3
19.853,Acuña,1906,4
24.087,Acuña,1906,5
28.358,Acuña,1906,6
26.551,Acuña,1906,7
26.575,Acuña,1906,8
24.563,Acuña,1906,9
16.951,Acuña,1906,10
13.569,Acuña,1906,11
12.147,Acuña,1906,12
13.171,Acuña,1907,1
13.062,Acuña,1907,2
20.056,Acuña,1907,3
19.849,Acuña,1907,4
22.254,Acuña,1907,5
27.693,Acuña,1907,6
27.919,Acuña,1907,7
29.103,Acuña,1907,8
26.154,Acuña,1907,9
20.096,Acuña,1907,10
11.302,Acuña,1907,11
10.063,Acuña,1907,12
9.829,Acuña,1908,1
11.211,Acuña,1908,2
18.628,Acuña,1908,3
19.88,Acuña,1908,4
23.791,Acuña,1908,5
28.725,Acuña,1908,6
27.052,Acuña,1908,7
27.1,Acuña,1908,8
24.808,Acuña,1908,9
18.686,Acuña,1908,10
13.286,Acuña,1908,11
10.877,Acuña,1908,12
12.036,Acuña,1909,1
12.696,Acuña,1909,2
16.845,Acuña,1909,3
20.145,Acuña,1909,4
24.586,Acuña,1909,5
28.263,Acuña,1909,6
29.22,Acuña,1909,7
28.744,Acuña,1909,8
24.581,Acuña,1909,9
19.708,Acuña,1909,10
16.757,Acuña,1909,11
6.775,Acuña,1909,12
10.144,Acuña,1910,1
9.796,Acuña,1910,2
17.559,Acuña,1910,3
19.469,Acuña,1910,4
24.152,Acuña,1910,5
28.233,Acuña,1910,6
30.241,Acuña,1910,7
30.636,Acuña,1910,8
27.178,Acuña,1910,9
19.281,Acuña,1910,10
14.87,Acuña,1910,11
9.783,Acuña,1910,12
12.985,Acuña,1911,1
11.961,Acuña,1911,2
17.825,Acuña,1911,3
19.696,Acuña,1911,4
23.071,Acuña,1911,5
28.83,Acuña,1911,6
28.65,Acuña,1911,7
29.522,Acuña,1911,8
27.885,Acuña,1911,9
19.294,Acuña,1911,10
11.307,Acuña,1911,11
7.592,Acuña,1911,12
8.205,Acuña,1912,1
9.188,Acuña,1912,2
13.24,Acuña,1912,3
19.126,Acuña,1912,4
25.008,Acuña,1912,5
25.936,Acuña,1912,6
28.912,Acuña,1912,7
29.684,Acuña,1912,8
25.638,Acuña,1912,9
19.862,Acuña,1912,10
12.543,Acuña,1912,11
7.383,Acuña,1912,12
8.596,Acuña,1913,1
9.62,Acuña,1913,2
13.919,Acuña,1913,3
18.882,Acuña,1913,4
24.308,Acuña,1913,5
25.442,Acuña,1913,6
28.365,Acuña,1913,7
28.355,Acuña,1913,8
23.457,Acuña,1913,9
18.371,Acuña,1913,10
15.757,Acuña,1913,11
8.573,Acuña,1913,12
11.442,Acuña,1914,1
10.475,Acuña,1914,2
13.759,Acuña,1914,3
19.42,Acuña,1914,4
23.576,Acuña,1914,5
26.606,Acuña,1914,6
28.925,Acuña,1914,7
27.947,Acuña,1914,8
25.45,Acuña,1914,9
19.601,Acuña,1914,10
13.624,Acuña,1914,11
6.311,Acuña,1914,12
7.309,Acuña,1915,1
11.961,Acuña,1915,2
10.128,Acuña,1915,3
19.164,Acuña,1915,4
23.887,Acuña,1915,5
28.648,Acuña,1915,6
29.219,Acuña,1915,7
27.462,Acuña,1915,8
25.548,Acuña,1915,9
19.777,Acuña,1915,10
14.834,Acuña,1915,11
10.991,Acuña,1915,12
12.15,Acuña,1916,1
13.265,Acuña,1916,2
19.013,Acuña,1916,3
19.446,Acuña,1916,4
25.131,Acuña,1916,5
29.7,Acuña,1916,6
27.921,Acuña,1916,7
27.283,Acuña,1916,8
24.52,Acuña,1916,9
20.034,Acuña,1916,10
12.927,Acuña,1916,11
9.648,Acuña,1916,12
10.032,Acuña,1917,1
12.357,Acuña,1917,2
15.507,Acuña,1917,3
20.223,Acuña,1917,4
22.696,Acuña,1917,5
28.471,Acuña,1917,6
29.904,Acuña,1917,7
29.746,Acuña,1917,8
25.124,Acuña,1917,9
18.658,Acuña,1917,10
15.168,Acuña,1917,11
9.072,Acuña,1917,12
6.691,Acuña,1918,1
12.456,Acuña,1918,2
18.117,Acuña,1918,3
20.35,Acuña,1918,4
24.234,Acuña,1918,5
28.011,Acuña,1918,6
29.637,Acuña,1918,7
28.829,Acuña,1918,8
23.732,Acuña,1918,9
19.907,Acuña,1918,10
12.261,Acuña,1918,11
8.63,Acuña,1918,12
6.864,Acuña,1919,1
10.115,Acuña,1919,2
14.666,Acuña,1919,3
19.406,Acuña,1919,4
23.203,Acuña,1919,5
25.145,Acuña,1919,6
26.838,Acuña,1919,7
27.938,Acuña,1919,8
24.211,Acuña,1919,9
21.004,Acuña,1919,10
14.001,Acuña,1919,11
8.86,Acuña,1919,12
7.581,Acuña,1920,1
12.558,Acuña,1920,2
14.736,Acuña,1920,3
19.253,Acuña,1920,4
24.577,Acuña,1920,5
26.078,Acuña,1920,6
28.613,Acuña,1920,7
26.77,Acuña,1920,8
26.069,Acuña,1920,9
19.746,Acuña,1920,10
12.7,Acuña,1920,11
9.282,Acuña,1920,12
11.371,Acuña,1921,1
11.902,Acuña,1921,2
18.135,Acuña,1921,3
18.79,Acuña,1921,4
23.505,Acuña,1921,5
26.809,Acuña,1921,6
28.695,Acuña,1921,7
29.15,Acuña,1921,8
27.524,Acuña,1921,9
20.482,Acuña,1921,10
15.896,Acuña,1921,11
12.655,Acuña,1921,12
7.938,Acuña,1922,1
12.875,Acuña,1922,2
15.117,Acuña,1922,3
20.676,Acuña,1922,4
24.684,Acuña,1922,5
25.84,Acuña,1922,6
28.347,Acuña,1922,7
29.166,Acuña,1922,8
25.35,Acuña,1922,9
19.182,Acuña,1922,10
14.121,Acuña,1922,11
12.172,Acuña,1922,12
12.823,Acuña,1923,1
9.552,Acuña,1923,2
12.972,Acuña,1923,3
19.663,Acuña,1923,4
24.821,Acuña,1923,5
27.817,Acuña,1923,6
28.509,Acuña,1923,7
28.67,Acuña,1923,8
25.633,Acuña,1923,9
18.258,Acuña,1923,10
12.537,Acuña,1923,11
9.649,Acuña,1923,12
6.47,Acuña,1924,1
10.021,Acuña,1924,2
13.539,Acuña,1924,3
19.11,Acuña,1924,4
22.132,Acuña,1924,5
28.343,Acuña,1924,6
28.698,Acuña,1924,7
30.123,Acuña,1924,8
24.379,Acuña,1924,9
19.819,Acuña,1924,10
15.975,Acuña,1924,11
8.868,Acuña,1924,12
8.017,Acuña,1925,1
13.785,Acuña,1925,2
18.093,Acuña,1925,3
22.931,Acuña,1925,4
24.427,Acuña,1925,5
28.297,Acuña,1925,6
29.615,Acuña,1925,7
27.544,Acuña,1925,8
25.637,Acuña,1925,9
18.849,Acuña,1925,10
12.998,Acuña,1925,11
6.861,Acuña,1925,12
6.655,Acuña,1926,1
13.446,Acuña,1926,2
14.143,Acuña,1926,3
17.943,Acuña,1926,4
23.128,Acuña,1926,5
27.389,Acuña,1926,6
27.899,Acuña,1926,7
28.49,Acuña,1926,8
27.257,Acuña,1926,9
22.139,Acuña,1926,10
13.061,Acuña,1926,11
9.707,Acuña,1926,12
10.267,Acuña,1927,1
13.798,Acuña,1927,2
15.534,Acuña,1927,3
21.642,Acuña,1927,4
26.633,Acuña,1927,5
26.71,Acuña,1927,6
28.006,Acuña,1927,7
29.09,Acuña,1927,8
26.072,Acuña,1927,9
20.39,Acuña,1927,10
17.419,Acuña,1927,11
6.556,Acuña,1927,12
8.309,Acuña,1928,1
10.657,Acuña,1928,2
16.92,Acuña,1928,3
18.7,Acuña,1928,4
23.758,Acuña,1928,5
29.032,Acuña,1928,6
29.235,Acuña,1928,7
28.538,Acuña,1928,8
24.214,Acuña,1928,9
21.348,Acuña,1928,10
12.61,Acuña,1928,11
9.136,Acuña,1928,12
9.822,Acuña,1929,1
8.909,Acuña,1929,2
16.495,Acuña,1929,3
21.836,Acuña,1929,4
23.634,Acuña,1929,5
28.482,Acuña,1929,6
28.399,Acuña,1929,7
29.258,Acuña,1929,8
25.938,Acuña,1929,9
20.079,Acuña,1929,10
10.744,Acuña,1929,11
9.609,Acuña,1929,12
5.27,Acuña,1930,1
14.331,Acuña,1930,2
13.969,Acuña,1930,3
21.818,Acuña,1930,4
23.997,Acuña,1930,5
26.53,Acuña,1930,6
28.685,Acuña,1930,7
29.401,Acuña,1930,8
27.44,Acuña,1930,9
19.512,Acuña,1930,10
12.88,Acuña,1930,11
7.861,Acuña,1930,12
8.691,Acuña,1931,1
11.799,Acuña,1931,2
12.801,Acuña,1931,3
17.047,Acuña,1931,4
21.832,Acuña,1931,5
26.991,Acuña,1931,6
27.829,Acuña,1931,7
27.48,Acuña,1931,8
27.886,Acuña,1931,9
23.246,Acuña,1931,10
16.089,Acuña,1931,11
8.912,Acuña,1931,12
9.596,Acuña,1932,1
14.352,Acuña,1932,2
13.045,Acuña,1932,3
20.621,Acuña,1932,4
23.675,Acuña,1932,5
28.173,Acuña,1932,6
29.012,Acuña,1932,7
28.561,Acuña,1932,8
22.963,Acuña,1932,9
17.82,Acuña,1932,10
11.468,Acuña,1932,11
7.329,Acuña,1932,12
11.02,Acuña,1933,1
9.86,Acuña,1933,2
16.727,Acuña,1933,3
19.699,Acuña,1933,4
24.909,Acuña,1933,5
27.139,Acuña,1933,6
29.275,Acuña,1933,7
28.189,Acuña,1933,8
27.265,Acuña,1933,9
21.81,Acuña,1933,10
15.093,Acuña,1933,11
12.306,Acuña,1933,12
9.79,Acuña,1934,1
11.812,Acuña,1934,2
14.876,Acuña,1934,3
21.001,Acuña,1934,4
24.876,Acuña,1934,5
29.384,Acuña,1934,6
29.209,Acuña,1934,7
29.459,Acuña,1934,8
26.348,Acuña,1934,9
22.889,Acuña,1934,10
16.055,Acuña,1934,11
10.59,Acuña,1934,12
11.737,Acuña,1935,1
11.211,Acuña,1935,2
18.308,Acuña,1935,3
21.426,Acuña,1935,4
23.167,Acuña,1935,5
26.561,Acuña,1935,6
27.8,Acuña,1935,7
28.908,Acuña,1935,8
23.557,Acuña,1935,9
21.11,Acuña,1935,10
14.18,Acuña,1935,11
9.126,Acuña,1935,12
8.363,Acuña,1936,1
10.704,Acuña,1936,2
17.06,Acuña,1936,3
19.401,Acuña,1936,4
23.684,Acuña,1936,5
28.121,Acuña,1936,6
27.817,Acuña,1936,7
28.628,Acuña,1936,8
25.042,Acuña,1936,9
17.858,Acuña,1936,10
11.896,Acuña,1936,11
10.343,Acuña,1936,12
8.522,Acuña,1937,1
11.713,Acuña,1937,2
13.53,Acuña,1937,3
20.511,Acuña,1937,4
24.503,Acuña,1937,5
28.187,Acuña,1937,6
28.729,Acuña,1937,7
30.046,Acuña,1937,8
26.017,Acuña,1937,9
20.736,Acuña,1937,10
13.057,Acuña,1937,11
9.034,Acuña,1937,12
10.11,Acuña,1938,1
13.766,Acuña,1938,2
18.495,Acuña,1938,3
19.3,Acuña,1938,4
24.549,Acuña,1938,5
28.13,Acuña,1938,6
28.391,Acuña,1938,7
28.484,Acuña,1938,8
25.417,Acuña,1938,9
21.242,Acuña,1938,10
12.93,Acuña,1938,11
9.716,Acuña,1938,12
10.152,Acuña,1939,1
9.807,Acuña,1939,2
17.383,Acuña,1939,3
20.831,Acuña,1939,4
25.41,Acuña,1939,5
28.72,Acuña,1939,6
29.323,Acuña,1939,7
27.62,Acuña,1939,8
26.323,Acuña,1939,9
20.855,Acuña,1939,10
12.096,Acuña,1939,11
11.03,Acuña,1939,12
5.268,Acuña,1940,1
11.013,Acuña,1940,2
16.308,Acuña,1940,3
19.829,Acuña,1940,4
23.623,Acuña,1940,5
25.649,Acuña,1940,6
28.254,Acuña,1940,7
28.053,Acuña,1940,8
24.998,Acuña,1940,9
20.284,Acuña,1940,10
12.48,Acuña,1940,11
10.731,Acuña,1940,12
10.03,Acuña,1941,1
10.78,Acuña,1941,2
12.506,Acuña,1941,3
19.406,Acuña,1941,4
23.588,Acuña,1941,5
26.084,Acuña,1941,6
28.116,Acuña,1941,7
28.59,Acuña,1941,8
25.77,Acuña,1941,9
22.025,Acuña,1941,10
13.604,Acuña,1941,11
10.026,Acuña,1941,12
7.995,Acuña,1942,1
10.351,Acuña,1942,2
14.66,Acuña,1942,3
20.276,Acuña,1942,4
24.039,Acuña,1942,5
28.27,Acuña,1942,6
28.32,Acuña,1942,7
28.232,Acuña,1942,8
23.409,Acuña,1942,9
19.685,Acuña,1942,10
15.694,Acuña,1942,11
10.558,Acuña,1942,12
8.814,Acuña,1943,1
13.235,Acuña,1943,2
14.948,Acuña,1943,3
22.073,Acuña,1943,4
24.954,Acuña,1943,5
27.679,Acuña,1943,6
29.103,Acuña,1943,7
30.932,Acuña,1943,8
24.374,Acuña,1943,9
18.773,Acuña,1943,10
13.039,Acuña,1943,11
7.919,Acuña,1943,12
8.113,Acuña,1944,1
13.008,Acuña,1944,2
15.37,Acuña,1944,3
20.147,Acuña,1944,4
23.526,Acuña,1944,5
27.916,Acuña,1944,6
29.965,Acuña,1944,7
28.874,Acuña,1944,8
24.504,Acuña,1944,9
19.63,Acuña,1944,10
13.863,Acuña,1944,11
7.718,Acuña,1944,12
9.738,Acuña,1945,1
12.333,Acuña,1945,2
17.644,Acuña,1945,3
19.353,Acuña,1945,4
25.021,Acuña,1945,5
28.333,Acuña,1945,6
28.484,Acuña,1945,7
29.353,Acuña,1945,8
26.564,Acuña,1945,9
18.808,Acuña,1945,10
15.329,Acuña,1945,11
8.647,Acuña,1945,12
7.397,Acuña,1946,1
11.8,Acuña,1946,2
17.008,Acuña,1946,3
21.979,Acuña,1946,4
24.084,Acuña,1946,5
26.99,Acuña,1946,6
29.234,Acuña,1946,7
29.361,Acuña,1946,8
26.256,Acuña,1946,9
21.449,Acuña,1946,10
13.98,Acuña,1946,11
10.948,Acuña,1946,12
6.629,Acuña,1947,1
8.525,Acuña,1947,2
13.636,Acuña,1947,3
19.506,Acuña,1947,4
24.366,Acuña,1947,5
28.053,Acuña,1947,6
28.949,Acuña,1947,7
27.623,Acuña,1947,8
26.025,Acuña,1947,9
23.212,Acuña,1947,10
12.772,Acuña,1947,11
9.345,Acuña,1947,12
6.136,Acuña,1948,1
11.059,Acuña,1948,2
15.048,Acuña,1948,3
22.728,Acuña,1948,4
25.89,Acuña,1948,5
29.058,Acuña,1948,6
28.808,Acuña,1948,7
29.499,Acuña,1948,8
24.663,Acuña,1948,9
19.251,Acuña,1948,10
12.455,Acuña,1948,11
11.968,Acuña,1948,12
5.899,Acuña,1949,1
12.476,Acuña,1949,2
16.15,Acuña,1949,3
17.702,Acuña,1949,4
24.893,Acuña,1949,5
27.527,Acuña,1949,6
28.639,Acuña,1949,7
27.322,Acuña,1949,8
25.615,Acuña,1949,9
19.252,Acuña,1949,10
15.018,Acuña,1949,11
10.638,Acuña,1949,12
12.823,Acuña,1950,1
13.617,Acuña,1950,2
16.067,Acuña,1950,3
20.297,Acuña,1950,4
24.937,Acuña,1950,5
27.237,Acuña,1950,6
28.388,Acuña,1950,7
28.079,Acuña,1950,8
25.805,Acuña,1950,9
21.859,Acuña,1950,10
14.052,Acuña,1950,11
9.839,Acuña,1950,12
8.67,Acuña,1951,1
11.5,Acuña,1951,2
15.859,Acuña,1951,3
19.878,Acuña,1951,4
24.737,Acuña,1951,5
28.467,Acuña,1951,6
30.363,Acuña,1951,7
30.27,Acuña,1951,8
26.725,Acuña,1951,9
21.856,Acuña,1951,10
13.051,Acuña,1951,11
11.233,Acuña,1951,12
13.065,Acuña,1952,1
12.795,Acuña,1952,2
14.653,Acuña,1952,3
18.977,Acuña,1952,4
23.717,Acuña,1952,5
28.322,Acuña,1952,6
28.804,Acuña,1952,7
30.973,Acuña,1952,8
25.736,Acuña,1952,9
18.789,Acuña,1952,10
12.941,Acuña,1952,11
9.046,Acuña,1952,12
11.909,Acuña,1953,1
11.532,Acuña,1953,2
18.596,Acuña,1953,3
20.683,Acuña,1953,4
24.872,Acuña,1953,5
30.733,Acuña,1953,6
30.488,Acuña,1953,7
28.865,Acuña,1953,8
25.188,Acuña,1953,9
19.906,Acuña,1953,10
13.364,Acuña,1953,11
7.194,Acuña,1953,12
10.739,Acuña,1954,1
14.336,Acuña,1954,2
15.764,Acuña,1954,3
21.996,Acuña,1954,4
23.512,Acuña,1954,5
27.83,Acuña,1954,6
29.148,Acuña,1954,7
29.172,Acuña,1954,8
27.306,Acuña,1954,9
20.953,Acuña,1954,10
13.957,Acuña,1954,11
11.035,Acuña,1954,12
8.662,Acuña,1955,1
11.077,Acuña,1955,2
16.639,Acuña,1955,3
22.194,Acuña,1955,4
25.327,Acuña,1955,5
27.601,Acuña,1955,6
28.241,Acuña,1955,7
28.293,Acuña,1955,8
26.092,Acuña,1955,9
20.155,Acuña,1955,10
13.461,Acuña,1955,11
10.355,Acuña,1955,12
9.524,Acuña,1956,1
11.427,Acuña,1956,2
16.564,Acuña,1956,3
20.055,Acuña,1956,4
26.146,Acuña,1956,5
29.258,Acuña,1956,6
29.517,Acuña,1956,7
29.488,Acuña,1956,8
26.053,Acuña,1956,9
21.939,Acuña,1956,10
12.785,Acuña,1956,11
10.732,Acuña,1956,12
10.473,Acuña,1957,1
15.575,Acuña,1957,2
15.764,Acuña,1957,3
18.844,Acuña,1957,4
22.91,Acuña,1957,5
27.258,Acuña,1957,6
30.107,Acuña,1957,7
29.837,Acuña,1957,8
25.198,Acuña,1957,9
18.457,Acuña,1957,10
11.524,Acuña,1957,11
11.039,Acuña,1957,12
7.746,Acuña,1958,1
9.575,Acuña,1958,2
12.044,Acuña,1958,3
19.189,Acuña,1958,4
23.664,Acuña,1958,5
28.299,Acuña,1958,6
29.491,Acuña,1958,7
29.254,Acuña,1958,8
25.511,Acuña,1958,9
18.046,Acuña,1958,10
13.797,Acuña,1958,11
8.541,Acuña,1958,12
8.151,Acuña,1959,1
10.889,Acuña,1959,2
14.559,Acuña,1959,3
18.4,Acuña,1959,4
24.951,Acuña,1959,5
27.57,Acuña,1959,6
27.55,Acuña,1959,7
28.609,Acuña,1959,8
26.765,Acuña,1959,9
19.986,Acuña,1959,10
10.733,Acuña,1959,11
10.0,Acuña,1959,12
8.665,Acuña,1960,1
8.643,Acuña,1960,2
13.408,Acuña,1960,3
20.735,Acuña,1960,4
24.216,Acuña,1960,5
29.102,Acuña,1960,6
28.832,Acuña,1960,7
28.307,Acuña,1960,8
25.73,Acuña,1960,9
21.704,Acuña,1960,10
14.713,Acuña,1960,11
7.229,Acuña,1960,12
6.758,Acuña,1961,1
11.247,Acuña,1961,2
16.705,Acuña,1961,3
20.116,Acuña,1961,4
25.365,Acuña,1961,5
26.949,Acuña,1961,6
27.579,Acuña,1961,7
27.504,Acuña,1961,8
25.908,Acuña,1961,9
20.196,Acuña,1961,10
12.188,Acuña,1961,11
10.089,Acuña,1961,12
6.135,Acuña,1962,1
15.139,Acuña,1962,2
14.032,Acuña,1962,3
20.562,Acuña,1962,4
26.006,Acuña,1962,5
27.671,Acuña,1962,6
29.825,Acuña,1962,7
30.197,Acuña,1962,8
26.713,Acuña,1962,9
22.642,Acuña,1962,10
14.522,Acuña,1962,11
9.143,Acuña,1962,12
6.313,Acuña,1963,1
10.228,Acuña,1963,2
17.217,Acuña,1963,3
23.001,Acuña,1963,4
24.809,Acuña,1963,5
27.959,Acuña,1963,6
29.539,Acuña,1963,7
29.789,Acuña,1963,8
26.317,Acuña,1963,9
21.636,Acuña,1963,10
14.531,Acuña,1963,11
6.089,Acuña,1963,12
7.654,Acuña,1964,1
8.577,Acuña,1964,2
15.593,Acuña,1964,3
21.56,Acuña,1964,4
25.407,Acuña,1964,5
28.051,Acuña,1964,6
29.964,Acuña,1964,7
29.862,Acuña,1964,8
25.59,Acuña,1964,9
18.482,Acuña,1964,10
15.016,Acuña,1964,11
9.235,Acuña,1964,12
10.729,Acuña,1965,1
9.018,Acuña,1965,2
12.685,Acuña,1965,3
21.959,Acuña,1965,4
24.035,Acuña,1965,5
27.002,Acuña,1965,6
29.353,Acuña,1965,7
28.438,Acuña,1965,8
26.546,Acuña,1965,9
19.132,Acuña,1965,10
17.184,Acuña,1965,11
11.419,Acuña,1965,12
6.455,Acuña,1966,1
8.609,Acuña,1966,2
15.636,Acuña,1966,3
20.309,Acuña,1966,4
23.53,Acuña,1966,5
26.6,Acuña,1966,6
29.878,Acuña,1966,7
27.842,Acuña,1966,8
25.271,Acuña,1966,9
18.428,Acuña,1966,10
15.633,Acuña,1966,11
8.415,Acuña,1966,12
8.748,Acuña,1967,1
10.855,Acuña,1967,2
18.798,Acuña,1967,3
23.262,Acuña,1967,4
24.889,Acuña,1967,5
28.81,Acuña,1967,6
29.369,Acuña,1967,7
27.454,Acuña,1967,8
23.588,Acuña,1967,9
19.09,Acuña,1967,10
14.541,Acuña,1967,11
8.118,Acuña,1967,12
8.469,Acuña,1968,1
9.367,Acuña,1968,2
13.211,Acuña,1968,3
19.294,Acuña,1968,4
24.374,Acuña,1968,5
27.516,Acuña,1968,6
27.553,Acuña,1968,7
28.692,Acuña,1968,8
23.819,Acuña,1968,9
21.21,Acuña,1968,10
13.097,Acuña,1968,11
9.089,Acuña,1968,12
10.863,Acuña,1969,1
11.886,Acuña,1969,2
12.415,Acuña,1969,3
20.776,Acuña,1969,4
23.449,Acuña,1969,5
28.588,Acuña,1969,6
30.872,Acuña,1969,7
29.911,Acuña,1969,8
25.791,Acuña,1969,9
19.584,Acuña,1969,10
12.511,Acuña,1969,11
10.747,Acuña,1969,12
7.129,Acuña,1970,1
10.989,Acuña,1970,2
12.893,Acuña,1970,3
20.477,Acuña,1970,4
22.806,Acuña,1970,5
26.56,Acuña,1970,6
28.916,Acuña,1970,7
29.052,Acuña,1970,8
25.163,Acuña,1970,9
17.59,Acuña,1970,10
12.311,Acuña,1970,11
12.436,Acuña,1970,12
11.123,Acuña,1971,1
11.798,Acuña,1971,2
16.349,Acuña,1971,3
19.7,Acuña,1971,4
24.72,Acuña,1971,5
26.592,Acuña,1971,6
27.8,Acuña,1971,7
25.125,Acuña,1971,8
24.472,Acuña,1971,9
19.926,Acuña,1971,10
14.847,Acuña,1971,11
10.949,Acuña,1971,12
10.185,Acuña,1972,1
11.96,Acuña,1972,2
18.6,Acuña,1972,3
22.843,Acuña,1972,4
23.269,Acuña,1972,5
27.346,Acuña,1972,6
27.864,Acuña,1972,7
26.738,Acuña,1972,8
26.137,Acuña,1972,9
20.54,Acuña,1972,10
11.691,Acuña,1972,11
8.69,Acuña,1972,12
6.715,Acuña,1973,1
9.124,Acuña,1973,2
16.652,Acuña,1973,3
18.087,Acuña,1973,4
23.975,Acuña,1973,5
26.53,Acuña,1973,6
27.77,Acuña,1973,7
27.54,Acuña,1973,8
25.482,Acuña,1973,9
20.255,Acuña,1973,10
16.354,Acuña,1973,11
9.628,Acuña,1973,12
9.461,Acuña,1974,1
11.471,Acuña,1974,2
19.081,Acuña,1974,3
20.723,Acuña,1974,4
25.713,Acuña,1974,5
